"","League","Team","Season","Gen..Role","DAVIES_TOTAL","DAVIES_weighted","League_DAVIES","Raw_League_DAVIES","SD_League","Raw_SD_League","Z"
"2673","Eredivisie","Excelsior","2022-2023","Wide Def",2.83,2.15800206504904,1.36526949468126,1.26222222222222,1.08456391061802,3.67969556853881,0.730922873799163
"2674","Eredivisie","Excelsior","2023-2024","Central Def",-4.71,-0.483940405244339,0.990208459454057,0.681111111111111,1.3675589058328,3.44746264560045,-1.07794176792749
"2675","Eredivisie","Excelsior","2023-2024","Creator",-0.4,-0.4,0.896808292389354,0.974666666666667,1.40132875700515,2.28427502305488,-0.925413316401802
"2676","Eredivisie","Excelsior","2023-2024","Deep Midfielder",1.21,1.21,0.743660659010934,0.595294117647059,1.55949378476476,2.67426652945966,0.299032510129184
"2677","Eredivisie","Excelsior","2023-2024","Dribbler",1.73,1.29432093023256,0.941052813701439,0.705,1.17635810428189,4.26600412288486,0.300306611775139
"2678","Eredivisie","Excelsior","2023-2024","Finisher",-1.27,0.0565197693574958,1.49617516271192,1.34444444444444,2.26444486768208,4.67568708033404,-0.635765265872019
"2679","Eredivisie","Excelsior","2023-2024","Midfielder",-2.56,-0.258489441416894,0.465437196446878,0.241875,1.01638196288145,1.52309867813393,-0.71225844643232
"2680","Eredivisie","Excelsior","2023-2024","Wide Def",2.09,1.58884402889928,0.774423681334841,0.710555555555556,1.11767451765745,2.88642965335912,0.728673987549961
"2681","Eredivisie","Feyenoord","2019-2020","Central Def",-2.07,0.209429794906468,0.807158967595894,0.221111111111111,0.957134293225606,3.55293563606026,-0.624498753121716
"2682","Eredivisie","Feyenoord","2019-2020","Creator",6.33,6.33,1.56996913579664,1.57944444444444,2.01724214215492,3.14022567982963,2.35967252752238
"2683","Eredivisie","Feyenoord","2019-2020","Deep Midfielder",0.66,0.739639970609846,0.423440132425316,0.3,1.60846314980816,1.90088137452078,0.196585068313341
"2684","Eredivisie","Feyenoord","2019-2020","Dribbler",2.5,1.56710628394104,0.802201312600038,0.395555555555555,1.71046153890458,3.33417459972298,0.44719214898621
"2685","Eredivisie","Feyenoord","2019-2020","Finisher",1.72,0.918017644006227,1.52315732153528,1.655,1.71800591482469,3.1540417580883,-0.352233756768409
"2686","Eredivisie","Feyenoord","2019-2020","Midfielder",5.52,2.75998542698922,0.767141419387978,0.621764705882353,1.38288779320324,2.33645360347182,1.44107426314403
"2687","Eredivisie","Feyenoord","2019-2020","Wide Def",1.57,0.439793702497286,1.02091525656285,1.17444444444444,0.989368028829235,2.58232959627365,-0.587366416876471
"2688","Eredivisie","Feyenoord","2020-2021","Central Def",4.66,1.97432058584215,0.635110759600049,0.292222222222222,1.04692764678806,4.91127700604083,1.27918087782929
"2689","Eredivisie","Feyenoord","2020-2021","Creator",6.4,3.80600314095014,0.913416339765245,0.741666666666667,2.327026385175,4.03468236230634,1.24303996706396
"2690","Eredivisie","Feyenoord","2020-2021","Deep Midfielder",0.78,0.78,0.811121471301034,0.375882352941177,1.5152238855051,3.16276789146692,-0.0205391900159098
"2691","Eredivisie","Feyenoord","2020-2021","Finisher",0.46,0.999492039423806,1.84482048177617,2.05944444444444,1.94182855008826,5.00256695545306,-0.43532599328295
"2692","Eredivisie","Feyenoord","2020-2021","Midfielder",7.41,3.99869612068965,1.2639736592434,1.925625,2.18055932220702,4.71217284452371,1.25413807072139
"2693","Eredivisie","Feyenoord","2020-2021","Wide Def",0.89,0.586554973821989,0.764955192823394,-0.055,0.955111501109132,3.11065011173662,-0.186784703978788
"2694","Eredivisie","Feyenoord","2021-2022","Central Def",7.48,3.73489756474681,1.04802638763472,1.26611111111111,1.39325903148158,4.38598588942352,1.92847928231615
"2695","Eredivisie","Feyenoord","2021-2022","Deep Midfielder",0.15,2.16427399215127,0.398917247045789,-0.31375,1.62768366922632,2.28456815758836,1.08458220628619
"2696","Eredivisie","Feyenoord","2021-2022","Dribbler",9.36,3.78473132621951,1.2345160841526,1.74705882352941,2.30160930787128,5.97831577945022,1.10801395933942
"2697","Eredivisie","Feyenoord","2021-2022","Finisher",11.49,4.22463351686167,1.8341620974316,1.88888888888889,2.14804804852968,4.07769815241666,1.11285751781312
"2698","Eredivisie","Feyenoord","2021-2022","Midfielder",9.46,5.25561550668783,0.534740943702465,0.344117647058824,1.81652416626949,3.72146318472911,2.59885040377988
"2699","Eredivisie","Feyenoord","2021-2022","Wide Def",3.98,1.7314233241506,0.58325485249355,-0.256111111111111,1.42804121579335,4.84291980340602,0.804016339976001
"2700","Eredivisie","Feyenoord","2022-2023","Central Def",5.47,3.57844036697248,0.957334019131449,-0.0416666666666667,1.26421090417545,4.35913543775665,2.07331414337909
"2701","Eredivisie","Feyenoord","2022-2023","Creator",3.5,1.4019896373057,0.645929350323544,-0.249411764705882,1.41279781750858,3.05220918063506,0.535151086455838
"2702","Eredivisie","Feyenoord","2022-2023","Deep Midfielder",6.69,3.62560659599529,0.483872127879835,0.885294117647059,1.95795058347114,3.57421690312553,1.60460355569631
"2703","Eredivisie","Feyenoord","2022-2023","Dribbler",5.89,1.65369695795388,1.42137431465348,2.60111111111111,2.18284474378213,7.09114766193729,0.106431134858388
"2704","Eredivisie","Feyenoord","2022-2023","Finisher",6.79,3.66721030042919,1.63929966194423,1.57888888888889,1.75256747424293,3.45252148076785,1.15710845276354
"2705","Eredivisie","Feyenoord","2022-2023","Midfielder",7.42,7.42,1.11697919521269,1.20294117647059,2.34262678135098,2.91798039041107,2.69057830934231
"2706","Eredivisie","Feyenoord","2022-2023","Wide Def",0.28,0.402512551844575,1.36526949468126,1.26222222222222,1.08456391061802,3.67969556853881,-0.887690373440576
"2707","Eredivisie","Feyenoord","2023-2024","Central Def",6.05,3.54009815377425,0.990208459454057,0.681111111111111,1.3675589058328,3.44746264560045,1.86455565712351
"2708","Eredivisie","Feyenoord","2023-2024","Creator",5.94,2.79703567681007,0.896808292389354,0.974666666666667,1.40132875700515,2.28427502305488,1.35601826118361
"2709","Eredivisie","Feyenoord","2023-2024","Deep Midfielder",4.34,2.95285285285285,0.743660659010934,0.595294117647059,1.55949378476476,2.67426652945966,1.41660852734669
"2710","Eredivisie","Feyenoord","2023-2024","Dribbler",4.4,1.92077407504592,0.941052813701439,0.705,1.17635810428189,4.26600412288486,0.83284270136648
"2711","Eredivisie","Feyenoord","2023-2024","Finisher",6.12,5.5575145631068,1.49617516271192,1.34444444444444,2.26444486768208,4.67568708033404,1.79352540587668
"2712","Eredivisie","Feyenoord","2023-2024","Wide Def",6.15,3.41193252658599,0.774423681334841,0.710555555555556,1.11767451765745,2.88642965335912,2.35981835819173
"2713","Eredivisie","Fortuna Sittard","2019-2020","Central Def",-4.25,-0.177513124635427,0.807158967595894,0.221111111111111,0.957134293225606,3.55293563606026,-1.02877109220788
"2714","Eredivisie","Fortuna Sittard","2019-2020","Creator",-1.35,1.29990443425076,1.56996913579664,1.57944444444444,2.01724214215492,3.14022567982963,-0.133878177489084
"2715","Eredivisie","Fortuna Sittard","2019-2020","Deep Midfielder",0.47,0.254987613542527,0.423440132425316,0.3,1.60846314980816,1.90088137452078,-0.104728864259577
"2716","Eredivisie","Fortuna Sittard","2019-2020","Dribbler",0.59,0.59,0.802201312600038,0.395555555555555,1.71046153890458,3.33417459972298,-0.124060850111799
"2717","Eredivisie","Fortuna Sittard","2019-2020","Finisher",-0.69,0.307415227127319,1.52315732153528,1.655,1.71800591482469,3.1540417580883,-0.707647211175062
"2718","Eredivisie","Fortuna Sittard","2019-2020","Midfielder",-1.4,-1.4,0.767141419387978,0.621764705882353,1.38288779320324,2.33645360347182,-1.56711298634587
"2719","Eredivisie","Fortuna Sittard","2019-2020","Wide Def",-1.27,0.0588982188295165,1.02091525656285,1.17444444444444,0.989368028829235,2.58232959627365,-0.972355089007407
"2720","Eredivisie","Fortuna Sittard","2020-2021","Central Def",0.52,1.17031049436253,0.635110759600049,0.292222222222222,1.04692764678806,4.91127700604083,0.511209859061856
"2721","Eredivisie","Fortuna Sittard","2020-2021","Creator",2.05,2.05,0.913416339765245,0.741666666666667,2.327026385175,4.03468236230634,0.488427491615777
"2722","Eredivisie","Fortuna Sittard","2020-2021","Deep Midfielder",0.4,0.881629522431259,0.811121471301034,0.375882352941177,1.5152238855051,3.16276789146692,0.0465330911192185
"2723","Eredivisie","Fortuna Sittard","2020-2021","Dribbler",11.93,4.41791343763708,1.40467431030696,2.61176470588235,2.48422417594933,6.18262912854851,1.21294976375416
"2724","Eredivisie","Fortuna Sittard","2020-2021","Finisher",0.93,0.93,1.84482048177617,2.05944444444444,1.94182855008826,5.00256695545306,-0.471112901154218
"2725","Eredivisie","Fortuna Sittard","2020-2021","Midfielder",0.75,1.68953166226913,1.2639736592434,1.925625,2.18055932220702,4.71217284452371,0.195160020959669
"2726","Eredivisie","Fortuna Sittard","2020-2021","Wide Def",-1.22,0.144195060393005,0.764955192823394,-0.055,0.955111501109132,3.11065011173662,-0.649934726688482
"2727","Eredivisie","Fortuna Sittard","2021-2022","Central Def",-6.45,-1.01206142447419,1.04802638763472,1.26611111111111,1.39325903148158,4.38598588942352,-1.4786107719813
"2728","Eredivisie","Fortuna Sittard","2021-2022","Creator",3.63,3.63,1.16699589108178,1.07117647058824,1.66491113263373,2.68661469686514,1.47936070619096
"2729","Eredivisie","Fortuna Sittard","2021-2022","Dribbler",-8.02,-1.97883023648649,1.2345160841526,1.74705882352941,2.30160930787128,5.97831577945022,-1.39613022490383
"2730","Eredivisie","Fortuna Sittard","2021-2022","Finisher",-2.45,1.79091086691087,1.8341620974316,1.88888888888889,2.14804804852968,4.07769815241666,-0.020135131777119
"2731","Eredivisie","Fortuna Sittard","2021-2022","Midfielder",-0.19,-0.0613085320310256,0.534740943702465,0.344117647058824,1.81652416626949,3.72146318472911,-0.328126367268523
"2732","Eredivisie","Fortuna Sittard","2021-2022","Wide Def",-2.85,-0.542518819938962,0.58325485249355,-0.256111111111111,1.42804121579335,4.84291980340602,-0.788334160094314
"2733","Eredivisie","Fortuna Sittard","2022-2023","Central Def",-3.46,0.250025031289111,0.957334019131449,-0.0416666666666667,1.26421090417545,4.35913543775665,-0.559486542558864
"2734","Eredivisie","Fortuna Sittard","2022-2023","Creator",-4.58,-1.00348528802321,0.645929350323544,-0.249411764705882,1.41279781750858,3.05220918063506,-1.16748102092586
"2735","Eredivisie","Fortuna Sittard","2022-2023","Deep Midfielder",-1.56,-1.56,0.483872127879835,0.885294117647059,1.95795058347114,3.57421690312553,-1.04388340805638
"2736","Eredivisie","Fortuna Sittard","2022-2023","Dribbler",1.22,1.04611127209504,1.42137431465348,2.60111111111111,2.18284474378213,7.09114766193729,-0.171914674017647
"2737","Eredivisie","Fortuna Sittard","2022-2023","Finisher",1.31,0.856400443704936,1.63929966194423,1.57888888888889,1.75256747424293,3.45252148076785,-0.446715592834731
"2738","Eredivisie","Fortuna Sittard","2022-2023","Midfielder",-1.26,-0.424748095355124,1.11697919521269,1.20294117647059,2.34262678135098,2.91798039041107,-0.658119040916415
"2739","Eredivisie","Fortuna Sittard","2022-2023","Wide Def",0.46,0.762353038582547,1.36526949468126,1.26222222222222,1.08456391061802,3.67969556853881,-0.555906802905834
"2740","Eredivisie","Fortuna Sittard","2023-2024","Central Def",-2.72,0.345860309986266,0.990208459454057,0.681111111111111,1.3675589058328,3.44746264560045,-0.471166650825473
"2741","Eredivisie","Fortuna Sittard","2023-2024","Creator",-0.42,-0.42,0.896808292389354,0.974666666666667,1.40132875700515,2.28427502305488,-0.939685484799133
"2742","Eredivisie","Fortuna Sittard","2023-2024","Deep Midfielder",-0.49,-0.257614814814815,0.743660659010934,0.595294117647059,1.55949378476476,2.67426652945966,-0.642051596234343
"2743","Eredivisie","Fortuna Sittard","2023-2024","Dribbler",-1.08,1.18045615813482,0.941052813701439,0.705,1.17635810428189,4.26600412288486,0.203512300856316
"2744","Eredivisie","Fortuna Sittard","2023-2024","Finisher",-0.22,1.21749536178108,1.49617516271192,1.34444444444444,2.26444486768208,4.67568708033404,-0.123067602531701
"2745","Eredivisie","Fortuna Sittard","2023-2024","Midfielder",0.66,0.891624591624592,0.465437196446878,0.241875,1.01638196288145,1.52309867813393,0.419318140957039
"2746","Eredivisie","Fortuna Sittard","2023-2024","Wide Def",-0.73,0.250948219357658,0.774423681334841,0.710555555555556,1.11767451765745,2.88642965335912,-0.468361274867697
"2747","Eredivisie","Go Ahead Eagles","2021-2022","Central Def",-1.96,-0.275834955818481,1.04802638763472,1.26611111111111,1.39325903148158,4.38598588942352,-0.950190390688092
"2748","Eredivisie","Go Ahead Eagles","2021-2022","Creator",2.59,2.59,1.16699589108178,1.07117647058824,1.66491113263373,2.68661469686514,0.854702741201065
"2749","Eredivisie","Go Ahead Eagles","2021-2022","Dribbler",1.06,1.7622119205298,1.2345160841526,1.74705882352941,2.30160930787128,5.97831577945022,0.229272550546497
"2750","Eredivisie","Go Ahead Eagles","2021-2022","Finisher",-2.78,-0.578836840914234,1.8341620974316,1.88888888888889,2.14804804852968,4.07769815241666,-1.12334495496854
"2751","Eredivisie","Go Ahead Eagles","2021-2022","Midfielder",3.57,1.80779055146398,0.534740943702465,0.344117647058824,1.81652416626949,3.72146318472911,0.700816224413861
"2752","Eredivisie","Go Ahead Eagles","2021-2022","Wide Def",-2.53,-0.323564862104188,0.58325485249355,-0.256111111111111,1.42804121579335,4.84291980340602,-0.635009483317996
"2753","Eredivisie","Go Ahead Eagles","2022-2023","Central Def",-2.43,-0.176770666666667,0.957334019131449,-0.0416666666666667,1.26421090417545,4.35913543775665,-0.897085037039613
"2754","Eredivisie","Go Ahead Eagles","2022-2023","Creator",2.1,1.31664371075552,0.645929350323544,-0.249411764705882,1.41279781750858,3.05220918063506,0.474741928476897
"2755","Eredivisie","Go Ahead Eagles","2022-2023","Deep Midfielder",-2.79,0.774987283236994,0.483872127879835,0.885294117647059,1.95795058347114,3.57421690312553,0.148683607142453
"2756","Eredivisie","Go Ahead Eagles","2022-2023","Dribbler",0.66,1.57508955223881,1.42137431465348,2.60111111111111,2.18284474378213,7.09114766193729,0.0704196842323219
"2757","Eredivisie","Go Ahead Eagles","2022-2023","Finisher",3.01,2.13905016552075,1.63929966194423,1.57888888888889,1.75256747424293,3.45252148076785,0.285153359811382
"2758","Eredivisie","Go Ahead Eagles","2022-2023","Midfielder",-0.67,-0.67,1.11697919521269,1.20294117647059,2.34262678135098,2.91798039041107,-0.762810025667917
"2759","Eredivisie","Go Ahead Eagles","2022-2023","Wide Def",2.94,1.89156690140845,1.36526949468126,1.26222222222222,1.08456391061802,3.67969556853881,0.485261773487638
"2760","Eredivisie","Go Ahead Eagles","2023-2024","Central Def",-0.34,0.0280760295670539,0.990208459454057,0.681111111111111,1.3675589058328,3.44746264560045,-0.703540027258346
"2761","Eredivisie","Go Ahead Eagles","2023-2024","Creator",3.3,3.3,0.896808292389354,0.974666666666667,1.40132875700515,2.28427502305488,1.71493783710442
"2762","Eredivisie","Go Ahead Eagles","2023-2024","Deep Midfielder",-0.49,0.21062054631829,0.743660659010934,0.595294117647059,1.55949378476476,2.67426652945966,-0.341803294056123
"2763","Eredivisie","Go Ahead Eagles","2023-2024","Dribbler",2.15,0.895605779153767,0.941052813701439,0.705,1.17635810428189,4.26600412288486,-0.0386336731835712
"2764","Eredivisie","Go Ahead Eagles","2023-2024","Finisher",-0.26,0.33,1.49617516271192,1.34444444444444,2.26444486768208,4.67568708033404,-0.514993842135639
"2765","Eredivisie","Go Ahead Eagles","2023-2024","Midfielder",1.15,1.15,0.465437196446878,0.241875,1.01638196288145,1.52309867813393,0.673529075242918
"2766","Eredivisie","Go Ahead Eagles","2023-2024","Wide Def",3.19,1.60195216548158,0.774423681334841,0.710555555555556,1.11767451765745,2.88642965335912,0.740402032141845
"2767","Eredivisie","Groningen","2019-2020","Central Def",0.73,0.636036077705828,0.807158967595894,0.221111111111111,0.957134293225606,3.55293563606026,-0.178786708512313
"2768","Eredivisie","Groningen","2019-2020","Creator",-1.11,0.361255060728745,1.56996913579664,1.57944444444444,2.01724214215492,3.14022567982963,-0.599191366177135
"2769","Eredivisie","Groningen","2019-2020","Deep Midfielder",0.31,0.31,0.423440132425316,0.3,1.60846314980816,1.90088137452078,-0.0705270322412088
"2770","Eredivisie","Groningen","2019-2020","Dribbler",-2.77,-1.01498999332889,0.802201312600038,0.395555555555555,1.71046153890458,3.33417459972298,-1.06239822679246
"2771","Eredivisie","Groningen","2019-2020","Finisher",-2.22,-0.067370420624152,1.52315732153528,1.655,1.71800591482469,3.1540417580883,-0.925798757987237
"2772","Eredivisie","Groningen","2019-2020","Midfielder",2.11,1.14367218987909,0.767141419387978,0.621764705882353,1.38288779320324,2.33645360347182,0.272278613161329
"2773","Eredivisie","Groningen","2019-2020","Wide Def",-0.14,0.433499212598425,1.02091525656285,1.17444444444444,0.989368028829235,2.58232959627365,-0.593728548778296
"2774","Eredivisie","Groningen","2020-2021","Central Def",0.15,0.351326591314694,0.635110759600049,0.292222222222222,1.04692764678806,4.91127700604083,-0.271063782827779
"2775","Eredivisie","Groningen","2020-2021","Creator",1.31,0.50236160188457,0.913416339765245,0.741666666666667,2.327026385175,4.03468236230634,-0.176643780448481
"2776","Eredivisie","Groningen","2020-2021","Deep Midfielder",0.25,0.24339649122807,0.811121471301034,0.375882352941177,1.5152238855051,3.16276789146692,-0.374680590442062
"2777","Eredivisie","Groningen","2020-2021","Dribbler",2.19,1.50114400246685,1.40467431030696,2.61176470588235,2.48422417594933,6.18262912854851,0.0388329254234988
"2778","Eredivisie","Groningen","2020-2021","Finisher",1.41,1.46638769509161,1.84482048177617,2.05944444444444,1.94182855008826,5.00256695545306,-0.194884757805915
"2779","Eredivisie","Groningen","2020-2021","Midfielder",-1.52,-1.52,1.2639736592434,1.925625,2.18055932220702,4.71217284452371,-1.27672456827528
"2780","Eredivisie","Groningen","2020-2021","Wide Def",-0.46,0.55633912824389,0.764955192823394,-0.055,0.955111501109132,3.11065011173662,-0.218420639199975
"2781","Eredivisie","Groningen","2021-2022","Central Def",0.68,0.794217975937721,1.04802638763472,1.26611111111111,1.39325903148158,4.38598588942352,-0.182168861612974
"2782","Eredivisie","Groningen","2021-2022","Creator",2.41,1.67174450135583,1.16699589108178,1.07117647058824,1.66491113263373,2.68661469686514,0.30316849973583
"2783","Eredivisie","Groningen","2021-2022","Deep Midfielder",-3.1,-3.1,0.398917247045789,-0.31375,1.62768366922632,2.28456815758836,-2.14962975496886
"2784","Eredivisie","Groningen","2021-2022","Dribbler",-1.55,0.125375780274657,1.2345160841526,1.74705882352941,2.30160930787128,5.97831577945022,-0.481897731332935
"2785","Eredivisie","Groningen","2021-2022","Finisher",3.57,1.20479994072318,1.8341620974316,1.88888888888889,2.14804804852968,4.07769815241666,-0.292992587916834
