"Team","Comp","Season","Player","Nation","Pos","Age","WeeklyWageEUR","WeeklyWageGBP","WeeklyWageUSD","AnnualWageEUR","AnnualWageGBP","AnnualWageUSD","Notes","Url","WeeklyWageEUR_num"
"Bayer Leverkusen","Bundesliga","2017-2018","Admir Mehmedi","SUI","DF,MF",26,66731,57964,73135,3470000,3014127,3803044,"Unverified estimation","https://fbref.com/en/players/b500b384/Admir-Mehmedi",66731
"Bayer Leverkusen","Bundesliga","2017-2018","Bernd Leno","GER","GK",25,66538,57797,72925,3460000,3005441,3792085,"Unverified estimation","https://fbref.com/en/players/2628fd2b/Bernd-Leno",66538
"Bayer Leverkusen","Bundesliga","2017-2018","Stefan Kießling","GER","DF,MF",33,57115,49612,62597,2970000,2579815,3255055,"Unverified estimation","https://fbref.com/en/players/c419e035/Stefan-Kiessling",57115
"Bayer Leverkusen","Bundesliga","2017-2018","Lucas Alario","ARG","FW",24,56538,49111,61965,2940000,2553756,3222176,"Unverified estimation","https://fbref.com/en/players/834d0be5/Lucas-Alario",56538
"Bayer Leverkusen","Bundesliga","2017-2018","Charles Aránguiz","CHI","MF",28,54423,47273,59647,2830000,2458208,3101618,"Unverified estimation","https://fbref.com/en/players/56413b1f/Charles-Aranguiz",54423
"Bayer Leverkusen","Bundesliga","2017-2018","Karim Bellarabi","GER","MF,FW",27,50769,44099,55642,2640000,2293169,2893382,"Unverified estimation","https://fbref.com/en/players/bee0bab1/Karim-Bellarabi",50769
"Bayer Leverkusen","Bundesliga","2017-2018","Wendell","BRA","DF",24,38077,33075,41731,1980000,1719877,2170037,"Unverified estimation","https://fbref.com/en/players/f9acca3a/Wendell",38077
"Bayer Leverkusen","Bundesliga","2017-2018","Panagiotis Retsos","GRE","DF",18,38077,33075,41731,1980000,1719877,2170037,"Unverified estimation","https://fbref.com/en/players/4bd00a50/Panagiotis-Retsos",38077
"Bayer Leverkusen","Bundesliga","2017-2018","Leon Bailey","JAM","FW,DF",19,38077,33075,41731,1980000,1719877,2170037,"Unverified estimation","https://fbref.com/en/players/3a233281/Leon-Bailey",38077
"Bayer Leverkusen","Bundesliga","2017-2018","Julian Baumgartlinger","AUT","MF,DF",29,36538,31738,40045,1900000,1650387,2082359,"Unverified estimation","https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger",36538
"Bayer Leverkusen","Bundesliga","2017-2018","Kai Havertz","GER","MF,FW",18,28462,24722,31193,1480000,1285564,1622048,"Unverified estimation","https://fbref.com/en/players/fed7cb61/Kai-Havertz",28462
"Bayer Leverkusen","Bundesliga","2017-2018","Dominik Kohr","GER","MF",23,28462,24722,31193,1480000,1285564,1622048,"Unverified estimation","https://fbref.com/en/players/0fbecd11/Dominik-Kohr",28462
"Bayer Leverkusen","Bundesliga","2017-2018","Benjamin Henrichs","GER","DF",20,28462,24722,31193,1480000,1285564,1622048,"Unverified estimation","https://fbref.com/en/players/0a89e877/Benjamin-Henrichs",28462
"Bayer Leverkusen","Bundesliga","2017-2018","Tin Jedvaj","CRO","DF",21,28462,24722,31193,1480000,1285564,1622048,"Unverified estimation","https://fbref.com/en/players/f820504e/Tin-Jedvaj",28462
"Bayer Leverkusen","Bundesliga","2017-2018","Jonathan Tah","GER","DF",21,22885,19878,25081,1190000,1033663,1304214,"Unverified estimation","https://fbref.com/en/players/bd142efb/Jonathan-Tah",22885
"Bayer Leverkusen","Bundesliga","2017-2018","Julian Brandt","GER","FW,MF",21,19038,16537,20866,990000,859938,1085018,"Unverified estimation","https://fbref.com/en/players/a167537f/Julian-Brandt",19038
"Bayer Leverkusen","Bundesliga","2017-2018","Ramazan Özcan","AUT","GK",33,14808,12862,16229,770000,668841,843903,"Unverified estimation","https://fbref.com/en/players/a165a577/Ramazan-Ozcan",14808
"Bayer Leverkusen","Bundesliga","2017-2018","Joel Pohjanpalo","FIN","MF,FW",22,13269,11526,14543,690000,599351,756225,"Unverified estimation","https://fbref.com/en/players/ea003d07/Joel-Pohjanpalo",13269
"Bayer Leverkusen","Bundesliga","2017-2018","Vladlen Yurchenko","UKR","MF",23,9423,8185,10327,490000,425626,537029,"Unverified estimation","https://fbref.com/en/players/27e3271e/Vladlen-Yurchenko",9423
"Bayer Leverkusen","Bundesliga","2017-2018","Marlon Frey","GER","MF",21,4423,3842,4848,230000,199784,252075,"Unverified estimation","https://fbref.com/en/players/c9ab6b68/Marlon-Frey",4423
"Bayer Leverkusen","Bundesliga","2017-2018","Niklas Lomb","GER","GK",24,2500,2172,2740,130000,112921,142477,"Unverified estimation","https://fbref.com/en/players/9321b8ed/Niklas-Lomb",2500
"Bayer Leverkusen","Bundesliga","2017-2018","André Ramalho","BRA","DF,FW",25,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/7483d9f9/Andre-Ramalho",NA
"Bayer Leverkusen","Bundesliga","2017-2018","Aleksandar Dragović","AUT","DF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/6fd8a334/Aleksandar-Dragovic",NA
"RB Leipzig","Bundesliga","2017-2018","Kevin Kampl","SVN","MF",26,76154,66149,83463,3960000,3439753,4340074,"Unverified estimation","https://fbref.com/en/players/b825a650/Kevin-Kampl",76154
"RB Leipzig","Bundesliga","2017-2018","Emil Forsberg","SWE","MF,FW",25,75962,65982,83252,3950000,3431067,4329114,"Unverified estimation","https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg",75962
"RB Leipzig","Bundesliga","2017-2018","Naby Keïta","GUI","MF",22,75962,65982,83252,3950000,3431067,4329114,"Unverified estimation","https://fbref.com/en/players/f25c8e3a/Naby-Keita",75962
"RB Leipzig","Bundesliga","2017-2018","Jean-Kévin Augustin","FRA","FW",20,75385,65481,82620,3920000,3405008,4296235,"Unverified estimation","https://fbref.com/en/players/97bfa797/Jean-Kevin-Augustin",75385
"RB Leipzig","Bundesliga","2017-2018","Bruma","POR","FW,MF",22,72308,62808,79248,3760000,3266029,4120878,"Unverified estimation","https://fbref.com/en/players/5caa62a7/Bruma",72308
"RB Leipzig","Bundesliga","2017-2018","Dayot Upamecano","FRA","DF",18,48077,41761,52691,2500000,2171562,2739946,"Unverified estimation","https://fbref.com/en/players/d248cd8f/Dayot-Upamecano",48077
"RB Leipzig","Bundesliga","2017-2018","Yussuf Poulsen","DEN","FW",23,38077,33075,41731,1980000,1719877,2170037,"Unverified estimation","https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen",38077
"RB Leipzig","Bundesliga","2017-2018","Timo Werner","GER","FW",21,38077,33075,41731,1980000,1719877,2170037,"Unverified estimation","https://fbref.com/en/players/49fe9070/Timo-Werner",38077
"RB Leipzig","Bundesliga","2017-2018","Konrad Laimer","AUT","MF",20,38077,33075,41731,1980000,1719877,2170037,"Unverified estimation","https://fbref.com/en/players/c1b7847c/Konrad-Laimer",38077
"RB Leipzig","Bundesliga","2017-2018","Willi Orban","HUN","DF",24,37885,32908,41521,1970000,1711190,2159077,"Unverified estimation","https://fbref.com/en/players/20030c06/Willi-Orban",37885
"RB Leipzig","Bundesliga","2017-2018","Marcel Sabitzer","AUT","MF,FW",23,37885,32908,41521,1970000,1711190,2159077,"Unverified estimation","https://fbref.com/en/players/e280527c/Marcel-Sabitzer",37885
"RB Leipzig","Bundesliga","2017-2018","Yvon Mvogo","SUI","GK",23,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/dc29b608/Yvon-Mvogo",28654
"RB Leipzig","Bundesliga","2017-2018","Ademola Lookman","NGA","MF,FW",19,25577,22217,28032,1330000,1155271,1457651,"Unverified estimation","https://fbref.com/en/players/7c104bb7/Ademola-Lookman",25577
"RB Leipzig","Bundesliga","2017-2018","Péter Gulácsi","HUN","GK",27,24808,21549,27189,1290000,1120526,1413812,"Unverified estimation","https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi",24808
"RB Leipzig","Bundesliga","2017-2018","Marcel Halstenberg","GER","DF",25,20577,17874,22552,1070000,929428,1172697,"Unverified estimation","https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg",20577
"RB Leipzig","Bundesliga","2017-2018","Lukas Klostermann","GER","DF",21,19038,16537,20866,990000,859938,1085018,"Unverified estimation","https://fbref.com/en/players/ca8033cb/Lukas-Klostermann",19038
"RB Leipzig","Bundesliga","2017-2018","Diego Demme","GER","MF",25,19038,16537,20866,990000,859938,1085018,"Unverified estimation","https://fbref.com/en/players/dc3fa3b5/Diego-Demme",19038
"RB Leipzig","Bundesliga","2017-2018","Bernardo","BRA","DF",22,15192,13196,16650,790000,686213,865823,"Unverified estimation","https://fbref.com/en/players/17370b95/Bernardo",15192
"RB Leipzig","Bundesliga","2017-2018","Stefan Ilsanker","AUT","DF,MF",28,14808,12862,16229,770000,668841,843903,"Unverified estimation","https://fbref.com/en/players/8494acc4/Stefan-Ilsanker",14808
"RB Leipzig","Bundesliga","2017-2018","Dominik Kaiser","GER","MF",28,14808,12862,16229,770000,668841,843903,"Unverified estimation","https://fbref.com/en/players/733fecf1/Dominik-Kaiser",14808
"RB Leipzig","Bundesliga","2017-2018","Oliver Burke","SCO","FW,MF",20,14423,12528,15807,750000,651468,821984,"Unverified estimation","https://fbref.com/en/players/f631c17f/Oliver-Burke",14423
"RB Leipzig","Bundesliga","2017-2018","Benno Schmitz","GER","DF",22,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/ad00b1a8/Benno-Schmitz",8462
"RB Leipzig","Bundesliga","2017-2018","Ibrahima Konaté","FRA","DF",18,5962,5178,6534,310000,269274,339753,"Unverified estimation","https://fbref.com/en/players/5ed9b537/Ibrahima-Konate",5962
"RB Leipzig","Bundesliga","2017-2018","Fabio Coltorti","SUI","GK",36,4038,3508,4426,210000,182411,230155,"Unverified estimation","https://fbref.com/en/players/6695cec2/Fabio-Coltorti",4038
"RB Leipzig","Bundesliga","2017-2018","Philipp Köhn","SUI","",19,1923,1670,2108,1e+05,86862,109598,"Unverified estimation","https://fbref.com/en/players/ff74841d/Philipp-Kohn",1923
"RB Leipzig","Bundesliga","2017-2018","Niclas Stierlin","GER","MF",17,962,835,1054,50000,43431,54799,"Unverified estimation","https://fbref.com/en/players/ed523095/Niclas-Stierlin",962
"RB Leipzig","Bundesliga","2017-2018","Marvin Compper","GER","DF",32,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/3e99c613/Marvin-Compper",NA
"RB Leipzig","Bundesliga","2017-2018","Federico Palacios Martínez","GER","FW,MF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/434cf5b7/Federico-Palacios-Martinez",NA
"Stuttgart","Bundesliga","2017-2018","Mario Gómez","GER","FW",32,85769,74501,94001,4460000,3874066,4888063,"Unverified estimation","https://fbref.com/en/players/71a20ce8/Mario-Gomez",85769
"Stuttgart","Bundesliga","2017-2018","Christian Gentner","GER","MF",31,41731,36248,45736,2170000,1884915,2378273,"Unverified estimation","https://fbref.com/en/players/a4f94a0d/Christian-Gentner",41731
"Stuttgart","Bundesliga","2017-2018","Holger Badstuber","GER","DF,MF",28,38077,33075,41731,1980000,1719877,2170037,"Unverified estimation","https://fbref.com/en/players/45b7edae/Holger-Badstuber",38077
"Stuttgart","Bundesliga","2017-2018","Emiliano Insúa","ARG","DF",28,34231,29734,37516,1780000,1546152,1950841,"Unverified estimation","https://fbref.com/en/players/f3cccffe/Emiliano-Insua",34231
"Stuttgart","Bundesliga","2017-2018","Takuma Asano","JPN","FW,MF",22,33269,28898,36462,1730000,1502721,1896042,"Unverified estimation","https://fbref.com/en/players/13ddc856/Takuma-Asano",33269
"Stuttgart","Bundesliga","2017-2018","Timo Baumgartl","GER","DF",21,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl",28654
"Stuttgart","Bundesliga","2017-2018","Simon Terodde","GER","FW",29,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/863ff1ee/Simon-Terodde",28654
"Stuttgart","Bundesliga","2017-2018","Andreas Beck","GER","DF",30,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/00a6485f/Andreas-Beck",28654
"Stuttgart","Bundesliga","2017-2018","Ron-Robert Zieler","GER","GK",28,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler",28654
"Stuttgart","Bundesliga","2017-2018","Dennis Aogo","GER","MF,DF",30,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/c311243f/Dennis-Aogo",28654
"Stuttgart","Bundesliga","2017-2018","Josip Brekalo","CRO","MF,FW",19,27308,23720,29929,1420000,1233447,1556289,"Unverified estimation","https://fbref.com/en/players/d4a2533d/Josip-Brekalo",27308
"Stuttgart","Bundesliga","2017-2018","Benjamin Pavard","FRA","DF",21,23077,20045,25292,1200000,1042350,1315174,"Unverified estimation","https://fbref.com/en/players/45a03961/Benjamin-Pavard",23077
"Stuttgart","Bundesliga","2017-2018","Daniel Ginczek","GER","FW",26,19808,17205,21709,1030000,894683,1128858,"Unverified estimation","https://fbref.com/en/players/e5f63987/Daniel-Ginczek",19808
"Stuttgart","Bundesliga","2017-2018","Chadrac Akolo","COD","MF,FW",22,19038,16537,20866,990000,859938,1085018,"Unverified estimation","https://fbref.com/en/players/debc2f28/Chadrac-Akolo",19038
"Stuttgart","Bundesliga","2017-2018","Ebenezer Ofori","GHA","MF",22,14808,12862,16229,770000,668841,843903,"Unverified estimation","https://fbref.com/en/players/a5d77c4e/Ebenezer-Ofori",14808
"Stuttgart","Bundesliga","2017-2018","Anastasios Donis","GRE","MF,FW",20,14808,12862,16229,770000,668841,843903,"Unverified estimation","https://fbref.com/en/players/0f26fd24/Anastasios-Donis",14808
"Stuttgart","Bundesliga","2017-2018","Matthias Zimmermann","GER","DF",25,9615,8352,10538,5e+05,434312,547989,"Unverified estimation","https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann",9615
"Stuttgart","Bundesliga","2017-2018","Berkay Özcan","TUR","MF,FW",19,9615,8352,10538,5e+05,434312,547989,"Unverified estimation","https://fbref.com/en/players/31114001/Berkay-Ozcan",9615
"Stuttgart","Bundesliga","2017-2018","Marcin Kamiński","POL","DF",25,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/463503e2/Marcin-Kaminski",8462
"Stuttgart","Bundesliga","2017-2018","Erik Thommy","GER","MF",22,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/df8e7b62/Erik-Thommy",8462
"Stuttgart","Bundesliga","2017-2018","Jacob Bruun Larsen","DEN","MF,DF",18,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen",8462
"Stuttgart","Bundesliga","2017-2018","Carlos Mané","GNB","",23,6923,6014,7588,360000,312705,394552,"Unverified estimation","https://fbref.com/en/players/7a854622/Carlos-Mane",6923
"Stuttgart","Bundesliga","2017-2018","Jens Grahl","GER","GK",28,4423,3842,4848,230000,199784,252075,"Unverified estimation","https://fbref.com/en/players/f26dee6b/Jens-Grahl",4423
"Stuttgart","Bundesliga","2017-2018","Dženis Burnić","GER","MF",19,4423,3842,4848,230000,199784,252075,"Unverified estimation","https://fbref.com/en/players/0dabaf14/Dzenis-Burnic",4423
"Stuttgart","Bundesliga","2017-2018","Orel Mangala","BEL","MF",19,4423,3842,4848,230000,199784,252075,"Unverified estimation","https://fbref.com/en/players/a572e291/Orel-Mangala",4423
"Stuttgart","Bundesliga","2017-2018","Alexander Meyer","GER","GK",26,1923,1670,2108,1e+05,86862,109598,"Unverified estimation","https://fbref.com/en/players/b56dd813/Alexander-Meyer",1923
"Stuttgart","Bundesliga","2017-2018","Nicolás Sessa","ARG","FW,MF",21,962,835,1054,50000,43431,54799,"Unverified estimation","https://fbref.com/en/players/51900795/Nicolas-Sessa",962
"Stuttgart","Bundesliga","2017-2018","Alexander Groiß","GER","",19,769,668,843,40000,34745,43839,"Unverified estimation","https://fbref.com/en/players/68eed734/Alexander-Groiss",769
"Stuttgart","Bundesliga","2017-2018","Julian Green","USA","FW,MF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/ad1d6fa4/Julian-Green",NA
"Stuttgart","Bundesliga","2017-2018","Ailton","BRA","DF,MF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/74ced675/Ailton",NA
"Stuttgart","Bundesliga","2017-2018","Mitchell Langerak","AUS","GK",28,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/d2a184cc/Mitchell-Langerak",NA
"Stuttgart","Bundesliga","2017-2018","Pascal Breier","GER","FW,MF",25,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/92637640/Pascal-Breier",NA
"Stuttgart","Bundesliga","2017-2018","Anto Grgić","SUI","MF",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/126cf855/Anto-Grgic",NA
"Stuttgart","Bundesliga","2017-2018","Santiago Ascacíbar","ARG","MF",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar",NA
"Eintracht Frankfurt","Bundesliga","2017-2018","Kevin-Prince Boateng","GHA","MF,FW",30,47692,41427,52270,2480000,2154189,2718026,"Unverified estimation","https://fbref.com/en/players/f4ec4fd0/Kevin-Prince-Boateng",47692
"Eintracht Frankfurt","Bundesliga","2017-2018","Alexander Meier","GER","FW",34,37885,32908,41521,1970000,1711190,2159077,"Unverified estimation","https://fbref.com/en/players/362aa29d/Alexander-Meier",37885
"Eintracht Frankfurt","Bundesliga","2017-2018","Jetro Willems","NED","FW,DF",23,37692,32740,41310,1960000,1702504,2148117,"Unverified estimation","https://fbref.com/en/players/9050ddc4/Jetro-Willems",37692
"Eintracht Frankfurt","Bundesliga","2017-2018","Sébastien Haller","CIV","FW",23,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/ba115a40/Sebastien-Haller",28654
"Eintracht Frankfurt","Bundesliga","2017-2018","Marco Fabián","MEX","MF,FW",28,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/e665a2db/Marco-Fabian",28654
"Eintracht Frankfurt","Bundesliga","2017-2018","Jonathan de Guzmán","NED","MF",29,28654,24889,31404,1490000,1294251,1633008,"Unverified estimation","https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman",28654
"Eintracht Frankfurt","Bundesliga","2017-2018","David Abraham","ARG","DF",31,26731,23219,29296,1390000,1207388,1523410,"Unverified estimation","https://fbref.com/en/players/565bf0da/David-Abraham",26731
"Eintracht Frankfurt","Bundesliga","2017-2018","Gelson Fernandes","SUI","MF",30,22885,19878,25081,1190000,1033663,1304214,"Unverified estimation","https://fbref.com/en/players/8e58987d/Gelson-Fernandes",22885
"Eintracht Frankfurt","Bundesliga","2017-2018","Ante Rebić","CRO","FW",23,20000,17373,21920,1040000,903370,1139817,"Unverified estimation","https://fbref.com/en/players/536cebe5/Ante-Rebic",20000
"Eintracht Frankfurt","Bundesliga","2017-2018","Makoto Hasebe","JPN","DF,MF",33,19808,17205,21709,1030000,894683,1128858,"Unverified estimation","https://fbref.com/en/players/9ab16552/Makoto-Hasebe",19808
"Eintracht Frankfurt","Bundesliga","2017-2018","Carlos Salcedo","MEX","DF",23,17692,15368,19390,920000,799135,1008300,"Unverified estimation","https://fbref.com/en/players/64c07ae1/Carlos-Salcedo",17692
